accuracy,precision,recall,f1,probs,C,word_ng,char_ng,type
0.9839444265538023,0.9814853338880799,0.9822004788175289,0.9818427761302742,[0.01620316 0.99979322 0.99798008 ... 0.99974912 0.99966365 0.88519654],1.5,,"(4, 6)",char
0.9838984220453605,0.9808831168831169,0.9827209326532736,0.9818011647254575,[0.01385466 0.99986669 0.99799169 ... 0.99972455 0.99967438 0.87007671],2.5,,"(4, 6)",char
0.9838984220453605,0.9808831168831169,0.9827209326532736,0.9818011647254575,[0.01385466 0.99986669 0.99799169 ... 0.99972455 0.99967438 0.87007671],2.5,,"(4, 6)",char
0.9838064130284768,0.9810791142530408,0.9823045695846778,0.9816914594819516,[0.01493421 0.99983679 0.9979892  ... 0.99971883 0.99966687 0.87670474],2.0,,"(4, 6)",char
0.9838064130284768,0.9810791142530408,0.9823045695846778,0.9816914594819516,[0.01493421 0.99983679 0.9979892  ... 0.99971883 0.99966687 0.87670474],2.0,,"(4, 6)",char
0.9835303859778258,0.9816685761899802,0.9810554803788903,0.9813619325281133,[0.02818044 0.99973244 0.9944048  ... 0.99966828 0.99978139 0.93841304],0.5,,"(3, 5)",char
0.9835303859778258,0.9816685761899802,0.9810554803788903,0.9813619325281133,[0.02818044 0.99973244 0.9944048  ... 0.99966828 0.99978139 0.93841304],0.5,,"(3, 5)",char
0.9833003634356167,0.980257689110557,0.981992297283231,0.9811242265092819,[0.01903372 0.99972424 0.99806361 ... 0.99971765 0.99967797 0.89728719],1.0,,"(4, 6)",char
0.9833003634356167,0.980257689110557,0.981992297283231,0.9811242265092819,[0.01903372 0.99972424 0.99806361 ... 0.99971765 0.99967797 0.89728719],1.0,,"(4, 6)",char
0.9832543589271748,0.9793589876568821,0.9828250234204227,0.9810889443059019,"[6.80166419e-04 9.98437395e-01 9.99479333e-01 ... 9.99059045e-01
 9.99544104e-01 9.87681934e-01]",0.25,"(1, 2)",,word
0.9832543589271748,0.9793589876568821,0.9828250234204227,0.9810889443059019,"[6.80166419e-04 9.98437395e-01 9.99479333e-01 ... 9.99059045e-01
 9.99544104e-01 9.87681934e-01]",0.25,"(1, 2)",,word
0.9829323273680821,0.9788469514724181,0.9826168418861247,0.9807282738559036,"[4.95190141e-04 9.99307379e-01 9.99257282e-01 ... 9.99035702e-01
 9.99592828e-01 9.85934821e-01]",0.25,"(1, 3)",,word
0.9829323273680821,0.9788469514724181,0.9826168418861247,0.9807282738559036,"[4.95190141e-04 9.99307379e-01 9.99257282e-01 ... 9.99035702e-01
 9.99592828e-01 9.85934821e-01]",0.25,"(1, 3)",,word
0.9819662326908037,0.9789998960390893,0.9802227542416988,0.9796109435139915,[0.02728431 0.99959702 0.99813388 ... 0.99952375 0.99968189 0.91601615],0.5,,"(4, 6)",char
0.9819662326908037,0.9789998960390893,0.9802227542416988,0.9796109435139915,[0.02728431 0.99959702 0.99813388 ... 0.99952375 0.99968189 0.91601615],0.5,,"(4, 6)",char
0.9817822146570364,0.9794898490369599,0.9792859373373581,0.9793878825733916,[0.04978732 0.99967144 0.99440217 ... 0.9993371  0.99977688 0.94700203],0.25,,"(3, 5)",char
0.9817822146570364,0.9794898490369599,0.9792859373373581,0.9793878825733916,[0.04978732 0.99967144 0.99440217 ... 0.9993371  0.99977688 0.94700203],0.25,,"(3, 5)",char
0.980540092929107,0.9770413463536256,0.9789736650359113,0.9780065512400562,[0.00249027 0.99822859 0.99881481 ... 0.99863858 0.99953168 0.99009639],0.1,"(1, 2)",,word
0.980540092929107,0.9770413463536256,0.9789736650359113,0.9780065512400562,[0.00249027 0.99822859 0.99881481 ... 0.99863858 0.99953168 0.99009639],0.1,"(1, 2)",,word
0.9803560748953397,0.9770318021201413,0.9785573019673155,0.977793957044048,[0.04121635 0.99947481 0.99802262 ... 0.99902841 0.99967531 0.93161485],0.25,,"(4, 6)",char
0.9803560748953397,0.9770318021201413,0.9785573019673155,0.977793957044048,[0.04121635 0.99947481 0.99802262 ... 0.99902841 0.99967531 0.93161485],0.25,,"(4, 6)",char
0.9799420343193633,0.9754276827371695,0.9792859373373581,0.9773530022854768,[0.00183925 0.99899741 0.9986629  ... 0.99851061 0.99953268 0.98941944],0.1,"(1, 3)",,word
0.9799420343193633,0.9754276827371695,0.9792859373373581,0.9773530022854768,[0.00183925 0.99899741 0.9986629  ... 0.99851061 0.99953268 0.98941944],0.1,"(1, 3)",,word
0.979205962184294,0.9757821432283547,0.9772041219943791,0.9764926149365508,[0.12808507 0.99956981 0.99351183 ... 0.99865466 0.99975546 0.95930498],0.1,,"(3, 5)",char
0.979205962184294,0.9757821432283547,0.9772041219943791,0.9764926149365508,[0.12808507 0.99956981 0.99351183 ... 0.99865466 0.99975546 0.95930498],0.1,,"(3, 5)",char
0.9778258269310393,0.9749141251171021,0.9749141251171021,0.9749141251171021,[0.08657916 0.99926786 0.99738801 ... 0.99822769 0.99965605 0.94855302],0.1,,"(4, 6)",char
0.9778258269310393,0.9749141251171021,0.9749141251171021,0.9749141251171021,[0.08657916 0.99926786 0.99738801 ... 0.99822769 0.99965605 0.94855302],0.1,,"(4, 6)",char
